failed_logins,cpu_usage,ehr_access_per_hour,memory_spike,data_export_volume_kb,lateral_movement_events,access_time_deviation,source_ip_reputation,tier_label
1.7352904271178051,0.9507143064099162,1.736294694423446,0.5986584841970366,4.592097101355444,0.15599452033620265,0.05808361216819946,0.8661761457749352,0
0.9454584790869598,0.7080725777960455,2.5579377815243736,0.9699098521619943,36.905742208588876,0.21233911067827616,0.18182496720710062,0.18340450985343382,0
0.08597800376860384,0.5247564316322378,0.891983606019233,0.2912291401980419,64.35387926419361,0.13949386065204183,0.29214464853521815,0.3663618432936917,0
3.760915222226809,0.7851759613930136,2.024777746496761,0.5142344384136116,9.771360559454811,0.046450412719997725,0.6075448519014384,0.17052412368729153,0
14.945568808938269,0.9488855372533332,233.96130152451303,0.8083973481164611,3196.872684072913,0.09767211400638387,0.6842330265121569,0.4401524937396013,2
0.845926722999603,0.4951769101112702,2.3962679165655034,0.9093204020787821,42.876735251886245,0.662522284353982,0.31171107608941095,0.5200680211778108,0
1.426559337149015,0.18485445552552704,2.222863996210293,0.7751328233611146,6.08338405893947,0.8948273504276488,0.5978999788110851,0.9218742350231168,0
0.8975701575252846,0.1959828624191452,2.5159062303140285,0.32533033076326434,1.263909261046549,0.2713490317738959,0.8287375091519293,0.3567533266935893,0
0.582645751089616,0.5426960831582485,1.4273038489416872,0.8021969807540397,28.967834442323134,0.9868869366005173,0.7722447692966574,0.1987156815341724,0
7.155269025378648,0.8154614284548342,59.906588573168264,0.7290071680409873,555.9144903924933,0.07404465173409036,0.3584657285442726,0.11586905952512971,1
0.9133958164264662,0.6232981268275579,4.457004443250513,0.06355835028602363,5.655395282508803,0.32518332202674705,0.7296061783380641,0.6375574713552131,0
2.558795661535967,0.4722149251619493,1.6987353154257636,0.713244787222995,119.86660895078676,0.5612771975694962,0.770967179954561,0.49379559636439074,0
0.025767246784713857,0.42754101835854963,1.8155455293454321,0.10789142699330445,10.353615061704188,0.6364104112637804,0.3143559810763267,0.5085706911647028,0
